id,pol_symbol,nature,emotion,text,polarity
519063295580712960,+,OPINION,VALORISATION,"Demain Workshop International dédié aux Energies Renouvelables pour le Monde Rural,  EnR,",1
487504370993356800,-,EMOTION,MEPRIS,La réponse aux ringards de Valeurs Actuelles  Les éoliennes défigurent la France   ?,0
520522571310448640,=,INFORMATION,,[  Dév  .   durable  ]   Publication du cahier des charges de l  '  appel à projets « Territoires zéro gaspillage zéro   .    .    .,2
489828412517654528,=,INFORMATION,,Conférence Financement Energies Renouvelables en Europe 2014 - Think Tank Global Links   on Vimeo,2
507401650147831808,+,OPINION,ACCORD,ecologie 14 milliards de FCFA du Fond saoudien de développement accordés au Burkina,1
520166641033019392,=,INFORMATION,,Le changement climatique se rappelle à nous  :   J-7 avant la 40eme tempète du siècle depuis 10 ans  !    !    !,2
507282806540861440,+,SENTIMENT,,ah ça c  '  est sûr  .   J  '  ai fais du volontériat en écologie  .,1
507092567033671680,+,,,Énergie solaire  .   Un champ de 17 300 panneaux bientôt opérationnel   energie solaire,1
489661270246064130,=,INFORMATION,,ça ressemble à la nouvelle cité écologique de Gland   :   rien ne dépasse lesdéfisdelactu,2
507154490332426240,-,OPINION,DESACCORD,Polémique autour de l  '  abattage massif de bouquetins en Haute-Savoie -  GoogleAlerts,0
489021690525908992,=,INFORMATION,,Puits de carbone forestiers   :   la méthodologie des projets domestiques est soumise à consultation  :   D   .    .    .     écologie,2
489712393828978688,=,INFORMATION,,le développement durable en entreprise -,2
520511604316995584,+,OPINION,VALORISATION,Ma température augmente comme le réchauffement climatique,1
487924181171183616,=,INFORMATION,,"Brétigny, un an après   :   réagir, soutenir, accompagner",2
506726587765891072,=,INFORMATION,,Technologie OLED / CrowdFunding / Eoliennes dans cette émission FUTUREMAG >   - finpart ENR,2
520601761002700801,+,OPINION,VALORISATION,Archos Smart Home   :   Un écosystème qui permet de connecter la maison en toute facilité  :   Grâce à ce nouvel écosy   .    .    .,1
520518616609857536,=,INFORMATION,,drone Agent_immobilier Développement_durable Revue de presse business drone de la semaine 41-2014,2
520504670155194368,=,INFORMATION,,"Pas plus rasoir comme cours hier,  2h à nous rappeler qu  '  on est dans la merde niveau écologie   .    .    .",2
489453319946260481,=,INFORMATION,,"Et maintenant, on vaccine même les grenouilles, au nom de la biodiversité  !   |",2
519839204793012224,+,OPINION,VALORISATION,Les villes du futur se construisent sous nos yeux  :,1
520554918328156161,+,,,Projet de loi à l’Assemblée   :   le titre I sur les enjeux est adopté,1
488599227409240064,=,INFORMATION,,"biodiversité Le lynx, un chasseur nocturne à la discrétion exemplaire",2
518901451809390593,-,OPINION,DESACCORD,"L  '  écologiste Marina Silva, présentée comme la candidate outsider, est éliminée au premier tour  .   BrasilDecide2014",0
506140662291791872,-,EMOTION,DEPLAISIR,Plus de pubs que de football  .    Plus de critiques que de louanges  .   Plus de ragots que d  '  infos  .   Vraiment une émission d  '  escrocs  .    CFC,0
518870368610566144,+,OPINION,VALORISATION,L  '  énergie solaire en voie d  '  être la plus grande source d  '  électricité mondiale d  '  ici 2050,1
520644062995419137,=,INFORMATION,,Royal persiste dans l  '  idée de taxer les sociétés autoroutières  :   La ministre de l  '  Ecologie Ségolène Royal a persisté et signé vendredi   .    .    .,2
506581053860237313,-,,,TransCanada  :   la Cour rejette la requête en injonction des écologistes Drill Baby Drill,0
506521548753080320,+,OPINION,VALORISATION,Eolien en mer   :   les 80 éoliennes du parc de Global Tech I installées avec succès -  EMR offshore,1
489505366087319552,=,INFORMATION,,Elles ne sont donc pas responsables du réchauffement climatique   .    .    .   ;-  )    )    )    )    )    )    ),2
489305108963147776,+,OPINION,ACCORD,Paris valide la création d’un réseau de bornes électriques,1
490059352871800832,-,OPINION,DEVALORISATION,L  '  ignorance sur le réchauffement climatique est si grande qu  '  UMPrimaire pense que l  '  or est le meilleur métal à mettre dans une clim  '  géante   !,0
488958282594152448,=,INFORMATION,,"""Pierre Rabhi, au nom de la terre"" Bruxellesfaitsoncinema   :   à 22h, Place Cardinal Mercier à Jette ecologie",2
519751830897561602,+,OPINION,VALORISATION,Les banques s’invitent dans l’écosystème du « crowdfunding »,1
520217962671001601,=,INFORMATION,,L  '  envers de la médaille des énergies vertes -  - Pieuvre  .  ca Environnement Énergie,2
520676761626243073,-,OPINION,DEVALORISATION,Interdire les sacs plastiques et les couverts plastiques jetables  .   On sent l  '  ambition démesurée de la France dans l  '  écologie  .,0
506785245887471617,+,OPINION,VALORISATION,Un concept d  '  écosystème graphique musical bien ficelé  via  design graphisme musique,1
506650801679630336,=,INFORMATION,,_ il a des capteurs solaires planqués dans les veuchs,2
520534550142013440,+,,,"Loïc Desmas, un scaphandrier tout terrain innove dans les mouillages écologiques  lapressedarmor goelo Paimpol",1
520132056001433601,+,,,La forêt française se met à la disposition de la transition énergétique _FR  DD,1
505795733912444929,-,OPINION,DEVALORISATION,Si on avait laissé libre l  '  exploitation de cette ressource nous n  '  en serions pas là  .   Les écologistes briment l  '  évolution plq,0
506416241779937281,+,,,Bonjour et bonne rentrée avec    :   toute l  '  actualité sur le marché des énergies renouvelables   !   ENR,1
519564479177039872,-,OPINION,DEVALORISATION,«  (     .    .    .     )  le Canada n’atteindra pas sa cible internationale de réduction des émissions de gaz à effet de serre d’ici 2020»,0
518870337262747648,+,OPINION,VALORISATION,[  YVELINES  ]   Journée portes ouvertes au Centre de traitement des déchets du Sytcom -  EELV IDF,1
487586134789484544,=,INFORMATION,,festival Décibulles et ses pratiques du DéveloppementDurable  SAmuseBienEnÉté,2
519375336547815424,+,OPINION,VALORISATION,"la chaleur bois, une énergie verte pour notre confort",1
489941445105573888,=,INFORMATION,,Ce doit être à cause du réchauffement climatique   !,2
507256052602384384,=,INFORMATION,,tchiiiiiiiiip STI2D   :   Sciences et technique de l  '  industrie et du développement durable,2
505742825183801345,=,INFORMATION,,Il manque le premier ministre Jospin sur votre photo RT “_Baupin  :   UEPS avec leaders de gauche et écologistes,2
488302358187999232,=,INFORMATION,,Le développement durable en vidéos…  tvregion,2
507377555184574464,+,OPINION,VALORISATION,Eridanis développe son écosystème de sociétes partenaires dédiées aux objets connectés,1
506428893150990336,-,EMOTION,PEUR,Réchauffement climatique   :   l  '  ours polaire en danger - francetv éducation,0
519512987783016449,+,OPINION,VALORISATION,RT _Innovation  :   Un écosystème pour soutenir les entreprises innovantes en France   (  innoweek  )    via,1
507077015795937281,=,INFORMATION,,Récolter l ADN d un ours en marchant dans ses pas -  Biodiversité Animaux Ecologie Environnement Sciences,2
506913587508838400,-,EMOTION,PEUR,Réchauffement climatique  :   un rapport du GIEC alarmant Le GIEC réitère son cri d  '  alarme et appelle à un   .    .    .,0
520661444392529921,-,OPINION,DEVALORISATION,CFDT - Suspension de l’Ecotaxe   :   160 salariés et 130 agents menacés  via,0
488265200127467520,+,OPINION,VALORISATION,"Si tu recherches des infos sur les éoliennes, je peux te conseiller ce site   :",1
520609045862834177,=,INFORMATION,,"Si ces 35 000 morses peuvent pas vous convaincre le changement climatique est réel, je ne sais pas quoi vous dire  :  M/J",2
520140220382334976,+,OPINION,VALORISATION,"Grâce au nouveau pack étudiant, Github souhaite initier les jeunes développeurs à leur écosystème  .   Malin le chat  !",1
520095015389782016,+,OPINION,VALORISATION,En voilà une qui devra faire jubiler les écologistes et tirer de leur torpeur les Verts  .   L’utilis   .    .    .     madagascar,1
518096058547593216,+,OPINION,VALORISATION,Annonces gouvernementales en R&D Deux nouveaux projets pilotes pour développer l  '  énergie renouvelable à Singapour   .    .    .,1
487656438119276544,+,OPINION,VALORISATION,L  '  Etat se dote d  '  une stratégie nationale de gestion des risques d  '  inondation | Actuenviro,1
506770283383234560,=,INFORMATION,,"Et donc,  quand la ministre de l  '  écologie visite les Antilles, c  '  est en A340   .    .    .",2
518448809224183808,=,INFORMATION,,"Amaia Muñoa   :   dépendance énergétique à 95  %   aujourd  '  hui, pour 20  %   d  '  énergies renouvelables, 26300 emplois",2
519882418837549056,=,INFORMATION,,Les objectifs de réductions des GES ne seront pas rencontré par le Canada  .,2
519705769113972736,+,OPINION,VALORISATION,100 milliards investis dans le solaire photovoltaïque et l’éolien produisent davantage d’énergie qu’avec le pétrole,1
487501753273683968,=,INFORMATION,,Vidéo  :   La ville écosystème du XXIème siècle  :   00  :  28  :  07La ville est devenue un écosystème au sens biologique du    .    .    .,2
519462147374346241,+,OPINION,VALORISATION,L’écologie est la solution d’avenir pour créer des emplois   !   | Les élus écologistes au conseil régional Rhône-Alpes,1
519514031498199040,-,,,«Les méduses sont un signe de mauvaise santé de l  '  écosystème,0
506707015201062912,+,OPINION,VALORISATION,La société chinoise Goldwind veut construire une usine de fabrication de centrales éoliennes en Russie  Energieverte,1
488953832345731072,=,INFORMATION,,Retour à l  '  envoyeur   :   j  '  ai bien ri ce matin en lisant ce petit conseil    :  -  )   gaspillage écologie,2
507026522721751040,-,OPINION,DEVALORISATION,Italie - Ours - Attaqué par un grand prédateur   :   se taire ou avoir un bon avocat  .   La dictature écologiste   !     .    .    .,0
506583233480249344,-,,,TransCanada  :   la Cour rejette la requête en injonction des écologistes,0
520335414737903617,-,OPINION,DEVALORISATION,"L  '  écologie selon La Poste   :   suppressions d  '  emplois, malaise social et greenwashing",0
520471682700804096,=,INFORMATION,,Il y a aussi un tout petit peu d  '  effet de réchauffement climatique   .    .    .      (   la Méditerranée  + 2°   ),2
488972051122638848,-,OPINION,DESACCORD,Polluer plus pour protester contre la politique écologique d  '  Obama  :   Les chauffeurs de camion américains ont la   .    .    .,0
488785285304823808,=,INFORMATION,,"J ai fuis la biologie au college   .    .    .    J arrive á l univ, on me parle d ecosystème,de changement climatique alors que je fais Droit  .    .",2
519479110050271232,+,OPINION,VALORISATION,Lu pour vous sur le blog de l  '  APCE   :   Les banques s  '  invitent dans l  '  écosystème du &laquo;&8201;crowdfunding&820   .    .    .,1
487999101145849856,=,INFORMATION,,biodiversité La guerre du loup est relancée par les éleveurs et le gouvernement,2
519546294600073217,+,OPINION,VALORISATION,Les banques s  '  invitent dans l  '  écosystème du « crowdfunding » En savoir plus sur,1
520838102172979200,=,INFORMATION,,Des entreprises au développement durable - 09/10/2014 - LaDépêche  .  fr,2
490048323643256832,=,INFORMATION,,RT    :   innovation Un arbre d  '  eau urbain réservé à la faune et flore  … écologie ville greencities,2
507194993065623553,=,INFORMATION,,J  '  ai plusieurs crapauds sur mon terrain   :   écologiques et sans malice  .   J  '  ai de la misère à les comparer à Accurso   .    .    .      :    )    ),2
519784097007165440,=,INFORMATION,,"avec Florence de Pampelonne, maire adjoint de Meudon en charge du développement durable environnement cadre de vie GPSO",2
519907311478128640,=,INFORMATION,,BOUM  :   Le solaire   :   première énergie mondiale en 2050,2
489774561601531904,=,INFORMATION,,Le réchauffement climatique et ses impacts -,2
519949371459129344,+,OPINION,VALORISATION,Super BD   !    ||  Comprendre le changement climatique en 2 mn,1
519433053052358656,=,INFORMATION,,"L’éolien et le photovoltaïque représentent respectivement 3,7   %   et 1,2   %   de la consommation française d’électricité  .",2
520573860786483200,+,OPINION,VALORISATION,Lancement européen de la MOVE Week | Francs Jeux |,1
517980068162064385,=,INFORMATION,,Dossier de consultation du schéma régional de raccordement au réseau des énergies renouvelables à la disposition du public  du 7/10 au 7/11,2
504969100465299456,+,SENTIMENT,,PERONNE Arbres coupés et stationnement interdit pour laisser passer les convois d  '  éoliennes vendredi,1
520839497358274560,+,OPINION,VALORISATION,"""écologie positive"", non punitive  :   gde idée, persévérante  pr faire vraiment avancer l  '  écologie en Frce  .   Bravo",1
517987426577678336,+,OPINION,VALORISATION,"Habitat sain, énergies renouvelables et économie sociale à l’honneur du festival Ille et Bio  le 10 oct en Bretagne",1
519385925273796608,-,EMOTION,PEUR,"Normes + géant de l  '  agroalimentaire =  Le fromage, espèce menacée   via   :",0
488353782682902529,+,SENTIMENT,,"La longévité des fourmis rousses est étonnante, les ouvrières vivent 5 ou 6 ans et les reines + de 10   !    biodiversité",1
489790146271649796,+,OPINION,VALORISATION,Les baleines atténueraient le changement climatique  :,1
489785454494248960,-,SENTIMENT,,"La chute d  '  adhérents au PS serait, elle, due tout simplement au groupe PS  .   PS  :   Le réchauffement climatique y est également prévu  .",0
507174473418936320,=,INFORMATION,,"Montre Seiko Chronographe SSC003P1, fonctionnant à l  '  énergie solaire, boîtier et bracelet en acier  .",2
507263370420969473,+,OPINION,VALORISATION,Développement durable et soutenable  via _MOVEMENT,1
506777319475011584,-,OPINION,DEVALORISATION,"Les cahiers à couverture plastique   :       plus chers, moins écologiques et fabriqués en Chine  RentreeScolaire",0
487501858957967360,=,INFORMATION,,Oekozenter Pfaffenthal  :   le temple du développement durable au Luxembourg | Infogr  via,2
488443533385539585,=,INFORMATION,,Du nouveau à l’Observatoire National de la Biodiversité   !   - LPO,2
489064370157408256,=,INFORMATION,,Cimetière vert   :   Les avantages de ce lieu d’inhumation,2
489384081147576320,=,INFORMATION,,La haie   :   un patrimoine vivant de notre paysage rural  haies biodiversité bocage,2
489617686029422592,-,OPINION,DESACCORD,L  '  Allemagne dis NON au gaz de schiste  .   nouvelleénergie santé environnement écologie,0
489335642266955776,=,INFORMATION,,Soofa   :   le banc qui recharge vos appareils grâce à l  '  énergie solaire   urbandesign ecologie innovation,2
489470210483978241,=,INFORMATION,,RenaultZE - Les premiers Kangoo électriques livrés en Uruguay,2
489723690477953024,+,OPINION,ACCORD,Protocole de Nagoya signé par 50 états PasLesUsa biodiversité,1
488295501553356800,+,OPINION,VALORISATION,"Aujour  '  hui, c  '  est l  '  anniversaire d  '  un grand Homme   .    .    .    un Homme qui consacre sa vie à la Science, à la Vérité, à sa   .    .    .",1
520329288952721409,+,OPINION,VALORISATION,ecologie Pour un développement durable et fier de le montrer,1
489846640287576066,=,INFORMATION,,Ecologie   :   « Sortir de l  '  idée du recyclage à l  '  infini »  via,2
507112374818443264,=,INFORMATION,,"La composition du Haut Conseil des biotechnologies modifiée  :   Un décret, publié ce mercredi 3 septem   .    .    .     écologie",2
518328736819970048,=,INFORMATION,,"Plantations d  '  arbres   :   le Poitou, ce laboratoire |",2
488766761660325889,=,INFORMATION,,EELV me dégoûte   !,2
520700641002676224,=,INFORMATION,,Festival de l  '  Ecologie et de la Nature 2014 de Woippy - RPL Info,2
519774826022449153,-,EMOTION,PEUR,"États-Unis  :  Les inondations à marée haute pourrait se multiplier d  '  ici 15 ans,rendant inhabitables des parties de   .    .    .",0
506312024200982528,-,OPINION,DEVALORISATION,"Réchauffement climatique   :   nous sommes au début de grands boulversements - Turbulences aériennes accrues,…",0
489508617117532160,+,OPINION,VALORISATION,"Qc lance comité sur changement climatique, mais continue ses projets d’exploitation des énergies fossiles",1
487585767074840577,=,INFORMATION,,DD Plan de match trifluvien pour le développement durable - L  '  Hebdo,2
520804385425981440,-,OPINION,DEVALORISATION,Bilan PLTECV l ecologie sort meurtrie par des annonces invraisemblables et la pire des ministres de l environnement de la 5eme république,0
520169304156037120,=,INFORMATION,,"""Sciences & méthane"" dévoile qu  '  1 émission gazeuse se déplace à la vitesse,de la lumière dans du satin,et du RER B dans du coton",2
506909466093047808,=,INFORMATION,,Énergie renouvelable au Canada  !,2
506057074439380992,+,OPINION,VALORISATION,"A La Rochelle, écologistes et communistes sans merci mais ovationnés  .   La ligne Hollande-Valls minoritaire   !   UEPS2014",1
487637248830345216,-,OPINION,DESACCORD,Le rôle du Centre de suivi écologique dans la lutte contre les effets néfastes du changement climatique au   .    .    .,0
488216144336023552,+,OPINION,VALORISATION,"biodiversité Plongez dans la Caño Cristales, une fantastique rivière qui prend mille teintes différentes au fil   .    .    .",1
506422611363246080,+,SENTIMENT,,« Remaniement   :   les professionnels des énergies renouvelables rassurés » |  via,1
519740313103900672,+,,,RT _rp  :   200 territoires à énergie positive pour la croissance verte via,1
506369922545758208,-,OPINION,DEVALORISATION,Un projet de cinq éoliennes agite le Quercy Blanc   :,0
520514493659742208,-,OPINION,DESACCORD,"""  :    contre ""l  '  écologie punitive""  transports"" Ministre du diesel  .",0
517991596956995584,-,EMOTION,PEUR,biodiversité Quand la moule menace les centrales électriques,0
520501123707203584,=,INFORMATION,,bourse Écologie   :   les raisons d’espérer… ou pas  :     [  Replay 28  '    ]   La Tribune publie chaque jour des    .    .    .     banquissimo,2
507018089041760256,-,EMOTION,MEPRIS,ils ont méprisé les groupes de citoyens écologistes  alors,0
489308524514537473,+,OPINION,VALORISATION,ecologie La ville veut une troisième fleur,1
489436202265636865,-,EMOTION,PEUR,biodiversité Les méduses attaquent les plages du Sud-Est,0
487711691480653824,+,SENTIMENT,,Notre expert  vous explique pourquoi la paix & le développement durable sont indissociables   :,1
489137078194937858,+,OPINION,VALORISATION,"Hanoi  :   près de 3,5 millions de dollars pour protéger la biodiversité |  Biodiversité Vietnam Environnement",1
520557170648436736,=,INFORMATION,,Il n’y a qu’en France qu’on distingue les termes écologue et écologiste G  .  Boeuf rdvcrea2014,2
488621497058349056,=,INFORMATION,,"En Belgique, les éoliennes sont aussi dans les usines   .    .    .",2
518083610835177472,+,OPINION,VALORISATION,"Demain, c  '  est la journée mondiale des animaux   !   L  '  occasion de rappeler que de nombreuses espèces sont menacées",1
489770821880410112,=,INFORMATION,,Nissan fait la promotion de ses modèles électriques,2
520516611254808576,-,EMOTION,MEPRIS,"Les portiques Ecomouv deviendraient des portiques pour balançoires   !   L  '  écologie, ce GVT du Pédalo Solférinien PS, il s  '  en balance   !",0
520485276582686721,-,OPINION,DEVALORISATION,"Difficile de taxer les sociétés autoroutières, selon Michel Sapin - le Figaro |",0
487852753352683520,-,EMOTION,MEPRIS,Plage du Costa Rica  .   A tous les naïfs qui pensent que la disparition des espèces est due au changement climatique  .  😭,0
520308719763324928,+,,,MHM poursuit son orientation en développement durable avec six nouvelles ruelles vertes en 2014  !   Total=26   .    .    .,1
506766721433096193,+,,,"Actualités , Appels d  '  Offre   :   Brochure sur l  '  Arrière Pays d  '  Agadir & Richesses écologiques et   .    .    .",1
519730040557150209,=,INFORMATION,,ojeu notice 90610000 Chaumont  :  Services de voirie et services de bal… Traitement des déchets issus du balayage méca…,2
520484213108514816,+,OPINION,VALORISATION,"Nicolas Blanc ""l  '  innovation apporte un cadre au développement durable pour devenir réalité""  innodurable",1
507193699663478784,+,OPINION,VALORISATION,"Nouveau Quizz Nature, écologie de 12 questions > Belles pierres",1
489044902903545856,+,OPINION,VALORISATION,et des pédales pour faire avancer l  '  avion vive l  '  aviation écologique   !    !,1
489169828360749056,=,INFORMATION,,"Ursa PureOne, la laine de verre écologique",2
488729212778721281,=,INFORMATION,,.    .    .   pas facile d etre une politique,2
507422993178705920,=,INFORMATION,,"Développement durable, avez-vous pensez au site de l’économie collaborative     ?",2
520531734405083136,-,OPINION,DEVALORISATION,La suspension de l  '  Ecotaxe ou le premier faux pas   (  et le seul  )   de  en tant que ministre de l  '  écologie   .    .    .   Dommage,0
507300242887569408,+,OPINION,VALORISATION,Hausse des raccordements des installations éoliennes au premier semestre  .   EnR  via,1
520542518749200384,=,INFORMATION,,"Le Journal ""Ecosystèmes et servicesécosystémiques"" est sorti de presse  !",2
520566352252129280,=,INFORMATION,,"Ségolène Royal participera aux 80 ans de la CNR à Lyon  :   La ministre de l’Ecologie, du développement durable et   .    .    .",2
488586307418222592,=,INFORMATION,,J  '  suis pas prête pour le changement climatique,2
506146265977987072,=,INFORMATION,,Le réchauffement climatique s  '  est-il noyé dans l  '  Atlantique   ?    Environnement via,2
519386689354358785,-,EMOTION,PEUR,"RT   :   Le fromage, espèce menacée   via",0
489039294049579008,=,INFORMATION,,Energie solaire  :   Sharp réduit sa collaboration avec  en Europe |  via,2
489412345689833472,-,EMOTION,MEPRIS,L’écologie version couscous vue par Youssef Ksiyer   :   un spectacle hilarant   !,0
489484342314287104,=,INFORMATION,,BASSINS D’ HYDROCARBURES DE ROCHE-MÈRE Cartes vidéo sur DessousDesCartes via,2
520597183230648321,+,OPINION,VALORISATION,Belle journée pour l  '  écologie et le traitement de la pénibilité du travail,1
520572780254101505,+,,,Abandonner l  '  écotaxe le jeudi et recevoir Schwarzenegger le lendemain pour parler de lutte contre le réchauffement climatique   .    .    .    Logique  .,1
519809157579702272,-,EMOTION,DEPLAISIR,Je crois que le réchauffement climatique est AUSSI dû aux gens qui soupirent en pensant que cela fera arriver le bus  .,0
520226840896876544,-,OPINION,DEVALORISATION,Les activités de loisirs représentent un polluant majeur sur la côte Pacifique   (  Pollution maritime  )    ecologie,0
489007558884360192,=,INFORMATION,,infoStBrieuc le choix de la jacket structure métallique en treillis sera la fondation des éoliennes de St-Brieuc,2
518078530710929408,+,OPINION,VALORISATION,Merci  pour l  '  invit  '   et l  '  _Numerique pour son accueil  .   Tous ansamb pour construire l  '  écosystème startup de la Réunion,1
520309013310091264,-,OPINION,DEVALORISATION,"""Aujourd  '  hui, grâce à la pollution du fleuve, on vit mieux  .  "" Ou dire en une phrase que l  '  écologie est un luxe  .   EnvoyéSpécial",0
488285902679330816,=,INFORMATION,,bordeaux StreetArt Caserne Niel - Darwin Écosystème,2
487555258739343360,=,INFORMATION,,"capteurs solaires, - Tibati",2
520477788735016960,=,INFORMATION,,"""AQUAVIT dans la manipulation en évoquant les gaz de schiste pour un projet de géothermie en haut de la   .    .    .   ""  via  timp 37",2
507208987100864512,=,INFORMATION,,BTP Durable DD Ecologie Le pôle artistique R4 verra bien le jour sur l  '  Île Seguin en 2017,2
489059839998722048,=,INFORMATION,,Guide des loisirs nautiques en mer par le ministère   cc,2
