,id,polarity,nature,emotion
232,488600734402117632,+,OPINION,ACCORD
233,488606863210995712,=,INFORMATION,
234,488608209830047745,=,INFORMATION,
235,488615888212750339,+,OPINION,VALORISATION
236,488616894451044353,-,EMOTION,MEPRIS
237,488623960725389312,+,,
238,488624595877265408,-,EMOTION,PEUR
239,488624945346277376,-,,
240,488625679940845568,+,OPINION,VALORISATION
241,488626966560788480,=,INFORMATION,
242,488628912113848320,-,OPINION,DESACCORD
243,488631170960490496,=,INFORMATION,
244,488636261348175872,+,,
245,488641525610733568,=,INFORMATION,
246,488642642855886848,-,,
247,488642869105020928,+,OPINION,VALORISATION
248,488643528801538050,+,OPINION,VALORISATION
249,488646226049372160,-,,
250,488646729907314688,+,OPINION,ACCORD
251,488648461202378752,=,INFORMATION,
252,488649697100566528,+,OPINION,VALORISATION
253,488653281745313792,+,OPINION,ACCORD
254,488653644284194816,=,INFORMATION,
255,488656631983796224,+,,
256,488661590104092673,=,INFORMATION,
257,488662800345333760,-,,
258,488666867209621504,=,INFORMATION,
259,488669126869913602,=,INFORMATION,
260,488669757542248448,-,EMOTION,COLERE
261,488670516816142336,=,INFORMATION,
262,488674887515787265,-,,
263,488676361259978752,-,EMOTION,MEPRIS
264,488677528832589824,-,OPINION,DEVALORISATION
265,488678973040525312,=,INFORMATION,
266,488685726507474944,+,,
267,488688524749570048,=,INFORMATION,
268,488692800788373504,-,,
269,488693976716046336,+,OPINION,VALORISATION
270,488694766092029952,+,,
271,488700186219511808,-,OPINION,DEVALORISATION
272,488700879202435072,=,INFORMATION,
273,488703128275931137,+,OPINION,VALORISATION
274,488711360227065856,-,OPINION,DEVALORISATION
275,488722488054923264,=,INFORMATION,
276,488722596876525568,+,OPINION,VALORISATION
277,488723305969381377,-,EMOTION,TRISTESSE
278,488723517962084352,=,INFORMATION,
279,488723982838161408,=,INFORMATION,
280,488724363844521985,=,INFORMATION,
281,488727608805572609,+,OPINION,VALORISATION
282,488727838317903872,+,,
283,488729294081130496,=,INFORMATION,
284,488730478061432832,+,OPINION,ACCORD
285,488731737724157952,+,OPINION,VALORISATION
286,488732122275139584,-,EMOTION,MEPRIS
287,488739061436514305,-,,
288,488739652980187136,=,INFORMATION,
289,488740999301443585,+,OPINION,VALORISATION
290,488745181555208192,-,EMOTION,MEPRIS
291,488748305347006464,-,,
292,488748442781761538,-,EMOTION,DERANGEMENT
293,488748909804548096,=,INFORMATION,
294,488750724848037888,+,OPINION,ACCORD
295,488752340762370049,=,INFORMATION,
296,488756473665974272,=,INFORMATION,
297,488757075770884096,=,INFORMATION,
298,488761723537465344,-,,
299,488769469511004160,=,INFORMATION,
300,488770013977796608,+,OPINION,VALORISATION
301,488774081358348288,-,,
302,488776590672019456,+,,
303,488776863872217088,=,INFORMATION,
304,488777464311599104,+,OPINION,VALORISATION
305,488779581072347136,+,OPINION,VALORISATION
306,488786877475225600,=,INFORMATION,
307,488788005730406400,+,OPINION,VALORISATION
308,488789646717898752,+,OPINION,ACCORD
309,488790533117321216,-,EMOTION,COLERE
310,488790867361005568,=,INFORMATION,
311,488792238026395649,=,INFORMATION,
312,488795718589874176,=,INFORMATION,
313,488802383661916160,+,OPINION,VALORISATION
314,488807126522138624,=,INFORMATION,
315,488816568886116352,+,OPINION,VALORISATION
316,488816905659355136,-,,
317,488818243940143105,=,INFORMATION,
318,488823294364491776,=,INFORMATION,
319,488826145169625088,=,INFORMATION,
320,488829968378380288,+,OPINION,VALORISATION
321,488832105934512128,-,,
322,488832116881252352,=,INFORMATION,
323,488845007106084864,+,EMOTION,PLAISIR
324,488865520671006720,=,INFORMATION,
325,488872906135724033,=,INFORMATION,
326,488873112310513664,+,,
327,488895246617436160,-,EMOTION,PEUR
328,488901421451194368,=,INFORMATION,
329,488902253055856640,+,OPINION,VALORISATION
330,488912302117490689,-,,
331,488912499245187074,-,EMOTION,PEUR
332,488919159292444673,+,,
333,488921366763036673,+,OPINION,VALORISATION
334,488924736022654976,=,INFORMATION,
335,488925832950194176,=,INFORMATION,
336,488926361151885313,-,EMOTION,PEUR
337,488930738050322433,=,INFORMATION,
338,488933255048343552,=,INFORMATION,
339,488934280027176960,-,EMOTION,MEPRIS
340,488934783725342720,-,,
341,488934924620402689,-,,
342,488935447981473792,=,INFORMATION,
343,488935818002575360,+,OPINION,VALORISATION
344,488937403642806272,=,INFORMATION,
345,488938077378060288,+,OPINION,VALORISATION
346,488938584897245184,=,INFORMATION,
347,488939317193367552,+,OPINION,VALORISATION
348,488943283989905408,=,INFORMATION,
349,488943725159395328,+,OPINION,VALORISATION
350,488944075614076929,+,OPINION,VALORISATION
351,488949864600829953,=,INFORMATION,
352,488950020557656064,+,OPINION,VALORISATION
353,488951693280026624,=,INFORMATION,
354,488952456630767616,+,OPINION,VALORISATION
355,488954163955785728,-,EMOTION,PEUR
356,488954478536957952,-,,
357,488955144605028352,+,SENTIMENT,SATISFACTION
358,488955720264450048,+,OPINION,VALORISATION
359,488958282594152448,=,INFORMATION,
360,488958303171776512,-,,
361,488959954384994305,=,INFORMATION,
362,488961198033883136,+,OPINION,VALORISATION
363,488962367477125120,=,INFORMATION,
364,488963190005698561,=,INFORMATION,
365,488963708342009856,=,INFORMATION,
366,488964585110913024,=,INFORMATION,
367,488964729030057984,=,INFORMATION,
368,488966581306032128,+,OPINION,VALORISATION
369,488967203400990721,+,OPINION,VALORISATION
370,488967918168715264,-,,
371,488968247715561472,=,INFORMATION,
372,488969094558134272,=,INFORMATION,
373,488969228251594752,+,OPINION,VALORISATION
374,488970967235190785,+,OPINION,VALORISATION
375,488971297955663873,-,EMOTION,PEUR
376,488972352735019008,=,INFORMATION,
377,488972406149509120,=,INFORMATION,
378,488972476085706752,+,SENTIMENT,SATISFACTION
379,488972756642697216,+,SENTIMENT,SATISFACTION
380,488973977613008896,=,INFORMATION,
381,488975589609455616,=,INFORMATION,
382,488976103059750912,=,INFORMATION,
383,488978075649339392,=,INFORMATION,
384,488978282059423744,+,OPINION,VALORISATION
385,488979521870520320,-,EMOTION,DERANGEMENT
386,488980031688159232,=,INFORMATION,
387,488980753238491136,+,OPINION,ACCORD
388,488980788646772736,+,OPINION,ACCORD
389,488981248447369216,-,,
390,488983514101350400,=,INFORMATION,
391,488983828141056000,=,INFORMATION,
392,488984075060146176,-,EMOTION,PEUR
393,488984159998603265,=,INFORMATION,
394,488985845329059840,+,,
395,488986376348925952,=,INFORMATION,
396,488986565130330113,-,EMOTION,PEUR
397,488987055146672128,=,INFORMATION,
398,488987712327000064,=,INFORMATION,
399,488987847945236480,+,,
400,488987895319900161,=,INFORMATION,
401,488992290698850305,=,INFORMATION,
402,488992818934079488,=,INFORMATION,
403,488993262079070208,-,OPINION,DEVALORISATION
404,488993830541488128,-,EMOTION,COLERE
405,488993880562745344,=,INFORMATION,
406,488994141213192192,=,INFORMATION,
407,488994623457869824,=,INFORMATION,
408,488996025978195968,=,INFORMATION,
409,488996880299597824,=,INFORMATION,
410,488997569343655936,=,INFORMATION,
411,488997586486169600,=,INFORMATION,
412,488997595721654272,=,INFORMATION,
413,488998149814755328,=,INFORMATION,
414,489000798102515712,-,OPINION,DEVALORISATION
415,489001847328219137,+,OPINION,VALORISATION
416,489001889791373313,+,OPINION,VALORISATION
417,489004681947914240,-,EMOTION,COLERE
418,489005724958457856,+,OPINION,VALORISATION
419,489007237466456064,=,INFORMATION,
420,489009659182067712,+,,
421,489010671720599553,=,INFORMATION,
422,489012985663619072,-,,
423,489015951187124224,=,INFORMATION,
424,489016255270354944,=,INFORMATION,
425,489016949251534848,=,INFORMATION,
426,489016959137505280,+,OPINION,ACCORD
427,489018824130564096,+,,
428,489022888767668224,-,EMOTION,MEPRIS
429,489026482308939776,+,OPINION,VALORISATION
430,489027428333805569,=,INFORMATION,
431,489027489633931264,+,OPINION,ACCORD
432,489027853175246848,=,INFORMATION,
433,489028124420501504,=,INFORMATION,
434,489028175524286464,+,OPINION,VALORISATION
435,489029037738561537,-,,
436,489030130069962752,=,INFORMATION,
437,489032594731065345,=,INFORMATION,
438,489035119651717120,+,OPINION,VALORISATION
439,489035326544183296,=,INFORMATION,
440,489035438804709376,-,EMOTION,PEUR
441,489035820008243200,+,OPINION,VALORISATION
442,489035893215617024,=,INFORMATION,
443,489038424217624577,+,OPINION,VALORISATION
444,489038441670131712,=,INFORMATION,
445,489038531961290753,+,OPINION,ACCORD
446,489038533005697024,=,INFORMATION,
447,489042109547429889,+,OPINION,VALORISATION
448,489043892785143809,+,OPINION,ACCORD
449,489044794094530564,+,,
450,489045000064212992,-,OPINION,DEVALORISATION
451,489047779852173312,=,INFORMATION,
452,489048051492085761,=,INFORMATION,
453,489049406684295168,+,OPINION,VALORISATION
454,489049426066169857,-,,
455,489049568978288640,=,INFORMATION,
456,489050074492579840,=,INFORMATION,
457,489050188771000320,-,,
458,489051151816749056,+,OPINION,ACCORD
459,489053150503251968,+,OPINION,VALORISATION
460,489055936791994368,-,EMOTION,DERANGEMENT
461,489056114831409152,=,INFORMATION,
462,489059060080472064,=,INFORMATION,
463,489059201767858176,=,INFORMATION,
464,489059239475027968,+,,
465,489059258471030784,-,EMOTION,MEPRIS
466,489060178772647936,=,INFORMATION,
467,489061329752166401,+,EMOTION,PLAISIR
468,489061871715377152,-,EMOTION,PEUR
469,489061873933774849,-,EMOTION,PEUR
470,489062583971090433,=,INFORMATION,
471,489063224948826112,+,,
472,489064235893137408,-,EMOTION,MEPRIS
473,489068801837649920,=,INFORMATION,
474,489069434846187522,+,OPINION,ACCORD
475,489069815781675010,+,,
476,489070647818321921,=,INFORMATION,
477,489074214625087488,+,,
478,489074253732384768,=,INFORMATION,
479,489075440683065344,+,OPINION,VALORISATION
480,489075451667566593,+,,
481,489077887811584001,=,INFORMATION,
482,489079107431698433,+,OPINION,ACCORD
483,489079135923630080,=,INFORMATION,
484,489080695768096768,-,,
485,489081190989955072,+,OPINION,ACCORD
486,489081682474319872,=,INFORMATION,
487,489081746617409537,-,EMOTION,MEPRIS
488,489081747754450944,+,OPINION,ACCORD
489,489083450284965888,=,INFORMATION,
490,489084556700819456,+,OPINION,ACCORD
491,489087814651613184,-,EMOTION,COLERE
492,489091557086494720,-,,
493,489093844676673536,+,OPINION,VALORISATION
494,489096101988147200,=,INFORMATION,
495,489096833789329408,+,OPINION,VALORISATION
496,489097233049333760,+,OPINION,VALORISATION
497,489098136267530242,=,INFORMATION,
498,489100935705001984,=,INFORMATION,
499,489104299109400576,=,INFORMATION,
500,489104774923816960,+,OPINION,VALORISATION
501,489110195205701632,-,,
502,489110776305963008,=,INFORMATION,
503,489113329948827649,=,INFORMATION,
504,489113494827302912,-,EMOTION,MEPRIS
505,489116511018418176,=,INFORMATION,
506,489117799256961024,=,INFORMATION,
507,489119558708760577,=,INFORMATION,
508,489122421329657856,=,INFORMATION,
509,489125526133809153,-,,
510,489125766156673024,+,OPINION,VALORISATION
511,489125843977781248,-,EMOTION,PEUR
512,489126955598352384,-,,
513,489131519236382721,=,INFORMATION,
514,489131717370707969,=,INFORMATION,
515,489134720156835840,=,INFORMATION,
516,489135460493836288,+,OPINION,ACCORD
517,489138773679026176,+,OPINION,VALORISATION
518,489141240391532544,=,INFORMATION,
519,489141571242426368,=,INFORMATION,
520,489142512423284737,+,OPINION,VALORISATION
521,489143168873807872,-,,
522,489143745808715776,-,EMOTION,COLERE
523,489146568956993536,-,EMOTION,TRISTESSE
524,489148685796638721,+,OPINION,VALORISATION
525,489149949134000128,+,OPINION,ACCORD
526,489151811774087168,+,EMOTION,AMOUR
527,489154550528737280,=,INFORMATION,
528,489156161632206848,=,INFORMATION,
529,489157046290235393,=,INFORMATION,
530,489163852958138368,=,INFORMATION,
531,489165006001283072,-,,
532,489167357404008448,=,INFORMATION,
533,489170555678257153,=,INFORMATION,
534,489173428038299648,=,INFORMATION,
535,489177882250719233,+,OPINION,VALORISATION
536,489182707763519488,-,,
537,489183742272241664,-,OPINION,DEVALORISATION
538,489193328127528961,=,INFORMATION,
539,489202103936491520,-,OPINION,DESACCORD
540,489205571409952768,+,OPINION,VALORISATION
541,489214374507479040,+,SENTIMENT,SATISFACTION
542,489219463351631872,=,INFORMATION,
543,489227068165853186,-,,
544,489237262803038209,+,OPINION,ACCORD
545,489244241466376192,=,INFORMATION,
546,489247998799384577,+,OPINION,VALORISATION
547,489275249838792704,=,INFORMATION,
548,489275518559088640,-,,
549,489277983677743106,=,INFORMATION,
550,489281848350998528,+,,
551,489283768059199488,=,INFORMATION,
552,489285780301303808,+,OPINION,ACCORD
553,489287937599606784,=,INFORMATION,
554,489290401472606208,=,INFORMATION,
555,489291231001055232,+,OPINION,VALORISATION
556,489292159158595586,-,SENTIMENT,INSATISFACTION
557,489292412666535937,=,INFORMATION,
558,489296294393819136,+,OPINION,VALORISATION
559,489296441995575298,-,,
560,489296843487322112,+,OPINION,VALORISATION
561,489297753793507330,-,EMOTION,DERANGEMENT
562,489297757203472387,-,,
563,489297941619032064,=,INFORMATION,
564,489299635241250816,=,INFORMATION,
565,489301981887205376,+,OPINION,ACCORD
566,489304024223854592,=,INFORMATION,
567,489304233813213184,=,INFORMATION,
568,489305542524170240,=,INFORMATION,
569,489306507725791232,+,OPINION,VALORISATION
570,489307250083655684,-,OPINION,DESACCORD
571,489307990596808704,=,INFORMATION,
572,489308114764963840,=,INFORMATION,
573,489308157563256832,+,OPINION,ACCORD
574,489311118112731136,+,OPINION,VALORISATION
575,489313850286538752,=,INFORMATION,
576,489314272845901824,=,INFORMATION,
577,489314646315126785,+,OPINION,VALORISATION
578,489315211795787776,-,EMOTION,PEUR
579,489316458128629760,=,INFORMATION,
580,489317347908653057,=,INFORMATION,
581,489317896284545024,+,,
582,489319520582909952,-,,
583,489320081273655297,-,OPINION,DESACCORD
584,489320111359422465,+,OPINION,ACCORD
585,489321678787194880,-,,
586,489322270871932928,+,OPINION,ACCORD
587,489322863925534720,+,OPINION,ACCORD
588,489323824216018944,=,INFORMATION,
589,489324423518769152,=,INFORMATION,
590,489324894581444608,=,INFORMATION,
591,489325146658721792,=,INFORMATION,
592,489329806837039104,=,INFORMATION,
593,489330764337913856,=,INFORMATION,
594,489333726116319232,-,,
595,489334928124153856,+,OPINION,ACCORD
596,489336403998679040,=,INFORMATION,
597,489336679518715904,-,,
598,489337436799905792,+,OPINION,VALORISATION
599,489338108270215169,+,,
600,489338399976091648,+,OPINION,VALORISATION
601,489339242062311424,=,INFORMATION,
602,489340289228996608,=,INFORMATION,
603,489340509232824320,=,INFORMATION,
604,489340854742827008,-,EMOTION,MEPRIS
605,489341560316633090,+,OPINION,VALORISATION
606,489342547810988032,-,,
607,489344118485946368,=,INFORMATION,
608,489344587459493888,=,INFORMATION,
609,489344722264395776,-,,
610,489344998643888128,+,OPINION,VALORISATION
611,489346660150292481,=,INFORMATION,
612,489346834956300288,-,EMOTION,MEPRIS
613,489347747590721536,+,OPINION,VALORISATION
614,489348235170152448,=,INFORMATION,
615,489349938133073921,+,OPINION,VALORISATION
616,489350558075981825,=,INFORMATION,
617,489350933608820736,-,SENTIMENT,INSATISFACTION
618,489351301130502146,-,,
619,489353251465469952,=,INFORMATION,
620,489353264249729024,+,SENTIMENT,SATISFACTION
621,489354567486672897,+,,
622,489355241498767360,-,EMOTION,MEPRIS
623,489355274629947392,+,OPINION,VALORISATION
624,489355777183076353,+,OPINION,VALORISATION
625,489356222403842048,=,INFORMATION,
626,489356424753868801,-,EMOTION,PEUR
627,489357163488243712,-,EMOTION,PEUR
628,489357623389863936,=,INFORMATION,
629,489357671267860481,-,,
630,489357998406381568,+,OPINION,ACCORD
631,489360548866576384,-,EMOTION,MEPRIS
632,489360957966413825,-,,
633,489362990916202497,+,OPINION,VALORISATION
634,489363036885770240,+,OPINION,ACCORD
635,489367478137405440,+,OPINION,VALORISATION
636,489367648967221248,+,,
637,489369552414076929,+,OPINION,ACCORD
638,489369579836026881,+,OPINION,VALORISATION
639,489372264043790336,+,OPINION,VALORISATION
640,489374395086172160,=,INFORMATION,
641,489374466808750081,=,INFORMATION,
642,489374493824253952,-,EMOTION,COLERE
643,489375833589825536,+,EMOTION,PLAISIR
644,489376406313263105,=,INFORMATION,
645,489376894681636864,=,INFORMATION,
646,489379313406717952,+,OPINION,VALORISATION
647,489380602677059584,=,INFORMATION,
648,489381307387232256,-,,
649,489381657435054081,+,OPINION,VALORISATION
650,489382698679808000,=,INFORMATION,
651,489382883413749760,+,,
652,489384085769306113,-,OPINION,DESACCORD
653,489384821219950593,+,,
654,489384928703168512,-,SENTIMENT,INSATISFACTION
655,489385183075119104,-,EMOTION,PEUR
656,489385276247388160,=,INFORMATION,
657,489387974048882689,+,EMOTION,PLAISIR
658,489388306703351808,-,OPINION,DEVALORISATION
659,489389693562134529,+,OPINION,VALORISATION
660,489392490470850562,=,INFORMATION,
661,489392837973520384,=,INFORMATION,
662,489393097814446080,+,OPINION,ACCORD
663,489393298797514752,-,,
664,489394041814257664,=,INFORMATION,
665,489395247453962240,=,INFORMATION,
666,489398894187790336,=,INFORMATION,
667,489400478636462080,=,INFORMATION,
668,489402678263676928,=,INFORMATION,
669,489407826507223041,+,OPINION,VALORISATION
670,489409801982869505,=,INFORMATION,
671,489410180237770752,+,OPINION,ACCORD
672,489410266485260288,+,OPINION,ACCORD
673,489410564301787136,=,INFORMATION,
674,489412123718475776,=,INFORMATION,
675,489412237338365952,+,OPINION,VALORISATION
676,489415092534910978,=,INFORMATION,
677,489417389055176704,+,OPINION,VALORISATION
678,489420493351428096,+,OPINION,VALORISATION
679,489421720164769792,+,OPINION,ACCORD
680,489421799122567168,=,INFORMATION,
681,489422028102184960,=,INFORMATION,
682,489423304525352960,+,,
683,489425302737526784,+,OPINION,VALORISATION
684,489425493503270912,=,INFORMATION,
685,489426991582810112,+,OPINION,ACCORD
686,489427937515417600,+,OPINION,ACCORD
687,489428098673553408,=,INFORMATION,
688,489428560546103297,+,,
689,489431762096123904,-,OPINION,DEVALORISATION
690,489432212996390912,+,OPINION,VALORISATION
691,489433054042423296,+,OPINION,VALORISATION
692,489433256740151297,+,OPINION,ACCORD
693,489433331868524544,+,OPINION,VALORISATION
694,489433460202045441,=,INFORMATION,
695,489433931197186048,=,INFORMATION,
696,489437879106420736,=,INFORMATION,
697,489438156064698368,-,,
698,489439269799620610,+,OPINION,VALORISATION
699,489439860399144960,=,INFORMATION,
700,489439985754714112,+,,
701,489440732814790656,=,INFORMATION,
702,489440889178030080,=,INFORMATION,
703,489441119474679809,=,INFORMATION,
704,489442161273090048,+,OPINION,VALORISATION
705,489443187933843456,-,OPINION,DESACCORD
706,489443840169095169,-,,
707,489443986583859200,=,INFORMATION,
708,489444249901862913,=,INFORMATION,
709,489445146790854657,+,OPINION,ACCORD
710,489445564455854080,+,OPINION,VALORISATION
711,489446118162718720,+,OPINION,VALORISATION
712,489447934144958464,+,OPINION,VALORISATION
713,489448553555972096,-,,
714,489449398212911105,+,OPINION,ACCORD
715,489451318076264448,=,INFORMATION,
716,489452101979086848,=,INFORMATION,
717,489452252600365057,-,,
