id,pol_symbol,nature,emotion,text,polarity
504766464348262401,-,OPINION,DEVALORISATION,RDI nous coûte très cher en faisant passer comme un enjeu de société un pseudo-débat genre les éoliennes cé bon ou cé pas bon polqc,0
506700587267014656,-,,,Réchauffement climatique   :   les tempêtes de neige extrêmes seront toujours présentes |  via,0
506323087176908800,-,EMOTION,PEUR,Environnement 1300 espèces menacées  :  comment les oiseaux sont en train de disparaître dans l  '  indifférence générale,0
489998457646891008,+,SENTIMENT,,Les éoliennes en Allemagne sa manquent pas,1
487584058239901696,=,INFORMATION,,"Bonjour à tous,   Le mercredi 16 juillet 2014 un stand d’animation ""développement durable"" sera installé toute la   .    .    .",2
488264774463918081,=,INFORMATION,,Délinquance d  '  état   :   le préfet anti-loup retire ses arrêtés illégaux  Etat destructeur de la biodiversité   !,2
520669760657563649,+,OPINION,VALORISATION,L  '  univers du géant Google en une carte interactive via,1
520255001336479744,-,OPINION,DEVALORISATION,"Tu m  '  étonnes, Valls s  '  en réjouit   .   L  '  écologie c  '  est pas son truc, il préfère ses amis du Medef Huguelino66",0
489317003530739712,=,INFORMATION,,EELV Un 14 juillet sans écologie ni vision d’avenir,2
507222613366538240,=,INFORMATION,,"Après le gaz de schiste, l  '  Algérie lorgne sur le nucléaire   .    .    .    Et les énergies renouvelables walou  !",2
505765747235106816,-,OPINION,DEVALORISATION,"Énergies éoliennes et photovoltaïques   :   inconstantes, on ne peut pas compter sur elles  via",0
520679694916915200,=,INFORMATION,,_lambert  rappelle importance de l  '  écologie industrielle et enjeux des dynamiques de création d  '  emplois,2
506418507215814656,-,EMOTION,COLERE,Je vous rappelle bande d  '  enfoirés de socialistes que vous assassinez des espèces protégées à la ZAD du Testet   !,0
489790005821177858,=,INFORMATION,,Développement durable   :   Futur réduit encore les émissions de CO2 de sa flotte de véhicules,2
520012341224947713,-,,,Le manchot empereur victime du réchauffement climatique,0
490057795870687232,=,INFORMATION,,Permis cassé pour les éoliennes de Grandrieu,2
489549935172648961,=,INFORMATION,,Sécurisation des droits fonciers au Mali   :   solutions locales   ecologie Mediaterre,2
488604971152453632,=,INFORMATION,,En voiture Simone   !,2
489782100992999424,+,OPINION,VALORISATION,"""écosystème en expansino"" c  '  est plutôt sympa, ça sonne comme Arduino   .    .    .    ou Nitot ;  )",1
506388608006488064,=,INFORMATION,,GNT   :   Windows Phone   :   écosystème fragmenté et dominé   (   pour le moment   )   par Nokia,2
518109506106949632,-,EMOTION,PEUR,Quand la moule menace les centrales électriques >  -,0
520570318554161152,-,OPINION,DEVALORISATION,On sait pourquoi  dure plus de  6 mois au ministère   :   elle a choisi d  '  être ministre des patrons routiers et pas de l  '  écologie  .,0
520194896876290048,=,INFORMATION,,Énergies renouvelables   :   Power Clouds remporte un prix Solar Awards 2014   (  Tecsol  ),2
488991410780385280,+,OPINION,VALORISATION,CDC Climat va financer les projets d’efficacité énergétique des industriels   (  Premium  )    ecologie GreenUnivers,1
488659298873266176,+,OPINION,VALORISATION,L  '  interdiction d  '  utilisation des pesticides par les collectivités avancée à 2016  environnement via,1
519504922656927744,=,INFORMATION,,"Livre de P  .   de Larminat, Changement climatique, identification et projection, Iste éditions  + d  '  infos dans qqs jours",2
489476679807426560,+,OPINION,VALORISATION,SegolèneRoyal chasse une espèce protégée dans un espace protégé,1
519882826515116032,=,INFORMATION,,Le réchauffement climatique semble se ralentir - 7sur7,2
489751059791765504,-,SENTIMENT,,"Les OGM et la panne de la biodiversité agricole, une vidéo conf de  via    agriculture TEDx",0
489786185800503298,+,SENTIMENT,,BTP Durable DD Ecologie Eaux usées   :   Epuramat fait le show en Allemagne,1
489483836573904896,-,,,biodiversité Le dauphin de l  '  Indus victime des barrages,0
520522657402720257,-,OPINION,DEVALORISATION,"""Le nucléaire n  '  est pas une solution au changement climatique, c  '  est une impasse"", affirme Charlotte Mijeon",0
520562639702065152,+,,,Reach   :   le ministère de l  '  Ecologie publie un mode d  '  emploi pour la demande d  '  autorisation,1
489708183594598400,=,INFORMATION,,ecologie Un dirigeable au-dessus de Paris pour mesurer la pollution,2
489418046998851584,+,OPINION,ACCORD,Gestion écologique des espaces verts   :   le label EcoJardin décerné à 33 sites en France -,1
507162740885303296,-,OPINION,DEVALORISATION,Changement climatique  :   Les météorologue brossent un tableau apocalyptique  !      climatechange,0
489663888187596800,+,OPINION,VALORISATION,economie Cameroun   :   EDF va construire une centrale hydroélectrique,1
519134477638176768,-,EMOTION,PEUR,"Joyau de la planète, la Grande barrière de corail d  '  Australie est menacée par le réchauffement climatique, la   .    .    .",0
520665899976495104,=,INFORMATION,,Energie solaire   :   Blaise Compaoré visite les réalisations de la société Speedtech Energy à Ta…  via,2
489307250083655684,-,OPINION,DESACCORD,Premier défi culinaire pour lutter  contre le changement climatique,0
519194906720751617,+,,,_thebault  défend abstention positive des ecologistes pour renégociation d  '  une partie de la dette philarmonie   2/2,1
489019581366009856,+,OPINION,VALORISATION,"Performante, écologique et facile à poser, la solution Jetfib’ouate isole les combles perdus",1
489427586486108160,=,INFORMATION,,"Clovermead Farms, ON Gagnant du prix de Développement durable de _plc dfcplc14",2
520516712806895617,=,INFORMATION,,"Lacampagne et Locatlas se penchent sur le traitement des déchets  :   Les sociétés Lacamapgne et Locatlas, filiale   .    .    .",2
506487757850824705,=,INFORMATION,,Les énergies renouvelables  :   L’option la plus économique pour le mix énergétique de l’UE en 2030,2
520873296502333441,=,INFORMATION,,Changement climatique   :   et à la fin il ne restera que les femmes - Terra eco,2
507173041944952832,-,OPINION,DESACCORD,non on va les confondre avec les éoliennes   !,0
519861815723827200,-,,,Le Canada va manquer l  '  objectif de réduction des gaz à effet de serre,0
487914560448655360,=,INFORMATION,,Enjeux business du développement durable et démarche RSE en Afrique - Eventbrite,2
506804701514715136,-,EMOTION,MEPRIS,"si le reseau est instable faut faire tourner les éoliennes  !     .    .    .   a la main si necessaire, y  '  a de la MO ex-ecolo  !   _Farce blackout",0
518109638651572224,=,INFORMATION,,Des balais écologiques   !,2
487937686003798016,-,OPINION,DEVALORISATION,Bruxelles boude le Fonds vert pour le climat par _FR |,0
487512553267154944,+,OPINION,VALORISATION,Admis en Master 2 Droit et Gestion de l  '  Environnement et du Développement Durable   :  -  )   Montpellier UM1,1
489329600456323072,+,OPINION,VALORISATION,"Une tour bio pour cultiver des légumes, l  '  idée est intéressante   :    bio ecologie",1
519820043832795136,=,INFORMATION,,L’écologiste Nicolas Hulot en croisade au Canada – Le Point,2
507079371036061696,+,,,La bataille pour sauver la zone humide du Testet -  Environnement Biodiversité NDDL Ecologie Tarn,1
520686059525402625,+,OPINION,VALORISATION,"ecologie Lutte anti-terroriste, développement humain, climat… l  '  Approche Marocaine",1
488879886900424704,=,INFORMATION,,RT et je te follow ECOLOGIE,2
520702502631899136,-,OPINION,DEVALORISATION,"_officiel Pour une fois, l  '  Allemagne a fait une grave erreur, elle a misé sur les éoliennes et à du relancer le charbon donc polluer",0
518312166014091264,=,INFORMATION,,"Diagnostic du PLU   :   l  '  éco-parc des Carrières, secteur aux plus forts enjeux écologiques de Fontenay",2
520172184988553216,+,OPINION,VALORISATION,"""Dans les limites de ses compétences"", le Begov ""fera du développement durable un objectif clé de sa politique""",1
506881559173926912,-,EMOTION,DEPLAISIR,"Jean-Vincent Placé , président du groupe écologiste au Sénat s  '  est dit aujourd  '  hui ""consterné et navré"" des   .    .    .",0
505848187471814656,=,INFORMATION,,C  '  est une écologiste qui était dans le gouvernement Ayrault,2
489765500483031041,=,INFORMATION,,Modification de la réglementation pour les navires à utilisation commerciale   (  NUC  )   notamment nombre maxi passagers,2
489486313281060864,+,,,La plus importante zone de mouillages écologiques en mer de la région Languedoc-Roussillon est installée au Cap dAgde,1
520095301064212480,-,EMOTION,PEUR,"ouhla RT   :   Actuellement, la neige est noire au Groenland  .   Et c’est inquiétant",0
506477704586469376,+,EMOTION,SURPRISE_POSITIVE,"On s  '  étonne qu  '  elle soit ouverte, cette pêche à l  '  anguille  .   Sauf si pêcher une espèce menacée est une forme de protection   .    .    .",1
489010320464429056,=,INFORMATION,,"""Le solaire dans tous ses états""   :   voir plus loin pour l  '  énergie solaire   !   Dossier   RT",2
520171568354185216,+,OPINION,VALORISATION,Radars météos et éoliennes   :   le ministère de l  '  Ecologie propose un assouplissement  :   Dans la ligne des différen   .    .    .,1
489035248727261186,+,OPINION,VALORISATION,Lutter contre le changement climatique grâce aux traditions locales dans l  '  Arctique et le Grand nord  science4peace,1
520218656425672704,=,INFORMATION,,"BTP Durable DD Ecologie Les caractéristiques des matériaux et équipements éligibles à la TVA à 5,5  %   en rénov   .    .    .",2
506876779710402562,+,OPINION,VALORISATION,Appel à mobilisation pour sauver les Bouquetins du Bargy   (  74  )    Biodiversité Animaux Chasse Ecologie Environnement,1
506462846080012288,-,,,Le réchauffement climatique pourrait causé des impacts négatifs sur la productivité au travail dans un avenir pas   .    .    .,0
520195700630372352,=,INFORMATION,,Les Pays de la Loire vers une charte régionale du développement durable - Société - Terri  (  s  )  toires,2
487989562132955136,+,OPINION,VALORISATION,Prendre en compte l  '  environnement de l  '  abeille |,1
518683725005987840,+,,,L’énergie éolienne connait un nouveau souffle   !    chez,1
520531073944801282,-,EMOTION,COLERE,"Dc le GVT a plié sur les pigeons et les bonnets rouge  .   Par contre, respecter la nature et les écologistes de tout partis , ils s  '  en foutent  !",0
520560129021079552,=,INFORMATION,,Le cahier des charges territoires zéro déchets est en ligne,2
489084542821490688,+,OPINION,VALORISATION,biodiversité Les subventions au carburant dopent la pêche au grand large,1
507129902416789504,=,INFORMATION,,Un rapport officiel met en pièces la « révolution de l  '  hydrogène »  lexpansion environnement,2
519833688113426432,=,INFORMATION,,Experte Énergie  aux RIVE Rencontres Intl Voitures Écologiques Inno SalonAuto Voit Conso 2lt aux 100 km,2
518176484293623808,+,OPINION,VALORISATION,et un qui fournit la France en énergie éolienne depuis sa naissance,1
519016492990746625,+,,,"FEE   :   ""Adapter le marché de l  '  électricité pour intégrer les énergies renouvelables et non l  '  inverse""",1
489053171176996865,+,OPINION,VALORISATION,100 solutions pour changer de société  .   Le classement des startups utiles  .,1
506747039703519232,+,SENTIMENT,,Les rues de Charm el-Cheikh éclairées par l’énergie solaire,1
520010794231402496,=,INFORMATION,,Le changement climatique c  '  est aussi pouvoir manger des tomates du jardin au mois d  '  octobre /-  )     [  Flickr  ],2
489380388482326528,-,EMOTION,MEPRIS,L  '  odieux business canin de Nicolas Vanier |   Animaux Chiens DroitsDesAnimaux Ecologie Environnement,0
520472743968792576,=,INFORMATION,,Ici c  '  est bien l  '  intérêt général   (  l  '  écologie  )   qui est sacrifié au profit des intérêts particuliers   (  routiers  )     .    .    .,2
488965653852745728,=,INFORMATION,,Un festival du documentaire écologique à travers Taiwan,2
507132450771058690,+,OPINION,VALORISATION,Les  veulent faire des petits États insulaires des modèles de développement durable   :    Sustainablegrowth,1
489037529786884096,=,INFORMATION,,Fiscalitéénergie   :   le comité de Perthuis pr une aide forfaitaire en fonction du revenu,2
504921821037481984,+,SENTIMENT,,Ouverture de la 6ème édition des Trophées des Energies Renouvelables et de l’Efficacité Energétique,1
519670091793715201,+,,,Un chien survit à une tentative d  '  euthanasie,1
488149763289022464,=,INFORMATION,,Les écologistes devraient documenter à fond les effets que toutes ces carcasses ont eu sur la nature et sur les animaux   !,2
520649861700788225,+,,,On s  '  est fait un copain  !   Kilti est fier du projet collaboratif et soucieux de l  '  écologie   .  …,1
520117393981722624,+,OPINION,VALORISATION,"Visite de installation solaire thermique à concentration de Torresol Énergie , la plus grande du monde pour ce   .    .    .",1
519476354832543745,+,OPINION,VALORISATION,Invention de la première cellule solaire qui stocke l’électricité,1
489076308476186624,-,EMOTION,MEPRIS,oui  .   Les citoyens sont pris pour des pions et l  '  environnement pour une variable  .   L  '  écologie pour faire joli   *  village fleuri  *,0
520522013912600576,-,OPINION,DEVALORISATION,"Après les écologistes qui militent pour les hormones de synthèse, les féministes contre le droit à l  '  allaitement… Pauvre monde  !",0
520212811163922432,-,OPINION,DEVALORISATION,"Suspension de l  '  écotaxe   :   Royal « assassine l  '  écologie », twitte NKM afp",0
520574223635742721,+,,,L  '  innovation à l  '  ère du numérique et du développement durable via,1
505453479842689024,-,EMOTION,PEUR,"EnR énergies ► La progression des renouvelables risque de connaître un ralentissement après 2020, selon l  '  A   .    .    .",0
519918249623179264,+,,,Comprendre le réchauffement climatique en 4 minutes |,1
519139591349997568,-,OPINION,DESACCORD,Conflit entre la conservation de la nature et la survie des populations autochtones   :   le WWF accusé de violati   .    .    .,0
507154330013949952,=,INFORMATION,,"Journées Européennes du Patrimoine ""patrimoine culturel, patrimoine naturel"" les 20 et 21 septembre 2014",2
507154582116794368,+,SENTIMENT,,"Les employés des entreprises ""vertes"" sont significativement plus productifs |  normes",1
507164669614628864,-,OPINION,DESACCORD,Polémique autour de l’abattage massif de bouquetins en Haute-Savoie  .,0
517979587402563584,=,INFORMATION,,"Production d  '  électricité en Vercors 4 Montagnes  :   déjà 40 actionnaires, 50  %   du capital réuni, le projet est parti >>",2
489656131871338497,-,OPINION,DEVALORISATION,"L  '  Australie, premier pays a faire marche arriere sur le réchauffement climatique",0
519722950115598336,=,INFORMATION,,"Tour d  '  horizon des énergies renouvelables en 1  '  30""    ATRACTIVO",2
520598364174712832,+,OPINION,VALORISATION,il ferait mieux d  '  arrêter les amphétamines et les ultras violets pour parler écologie   .    .  Il est de couleur orange comme l  '  automne,1
506562539828674560,+,OPINION,VALORISATION,RT   :    StLaurent constitue écosystème unique d  '  une grande richesse biologique polqc,1
489548732052959232,-,EMOTION,PEUR,FreeGaza liste des espèces en voie de disparition  :   1  .   Tigre Bengale 2  .  Panda 3  .  Rhinoceros 4  .  Gazaoui   .   Causes  :  envahi par l  '  homme militaire   !    !,0
507256724492128257,+,OPINION,VALORISATION,Une entreprise allemande propose une solution éco-efficace de ferme urbaine |,1
489349938133073921,+,OPINION,VALORISATION,"Développement durable   :   10 métiers d  '  avenir, à commencer par le déontologue pour la bonne conduite des entreprises  .",1
506730738553991168,-,OPINION,DEVALORISATION,1 300 espèces menacées   :   comment les oiseaux sont en train de disparaître dans l  '  indifférence générale ecocide,0
488780093813436416,=,INFORMATION,,Fra 14Juil14   [  fHollande  ]  NAParléQue  [  Éco  ]     (    (    :   NiD  [  Écologie  ]   NiDes  [  Affaires/Sarko/UmParité++  ]   IlNeSuitPasCeQuiFaitLe  [  Buzz  ]  SurLaToile  ?    ?,2
489165006001283072,-,,,climat Ceux qui ont peur du réchauffement consomment plus d  '  électricité que les sceptiques   !    via,0
488589221091758082,=,INFORMATION,,biodiversité Le lynx   (  Le Tour de France de la biodiversité 10/21  ),2
489994468972445696,=,INFORMATION,,"Des Googlecars qui détectent les fuites de gaz, un projet écologique et participatif by google  !   En test aux USA  .    .",2
488966273900871681,=,INFORMATION,,Geste écologique   :   réduire sa consommation d  '  eau aux WC,2
506756197303996416,=,INFORMATION,,Teaser du film Demain de Mélanie Laurent et Cyril…   :      mélanielaurent cyrildion film écologie,2
489418248233160704,+,OPINION,VALORISATION,HLi Tunisie & SmartHost propose un CRM dédié aux Energies Renouvelables   !   Principaux avantages,1
520466164586393600,-,OPINION,DEVALORISATION,_RMC Déstabilisé La ministre de l  '  écologie  !     !    !,0
506685490247266304,=,INFORMATION,,RT   :   Le baromètre des énergies renouvelables électriques en France via,2
489201877238575104,-,SENTIMENT,,"Incroyable, une vraie farce   .    .    .      .    .    .   Le parti Conservateur vante le tourisme écologique dans le grand nord Canadien  .",0
519964444307492864,+,,,"[  LoiROYAL  ]   ""Les énergies renouvelables vont diminuer le coût de l  '  énergie""  VotreÉnergie DirectAN",1
520102434363170816,=,INFORMATION,,Ingénieur Environnement - Energies Renouvelables nimes emploi,2
520718195607748608,-,OPINION,DESACCORD,Les sacs plastiques à usage unique interdits en France à partir de 2016   :    goodnews ecologie transition,0
505783934777434112,-,OPINION,DEVALORISATION,Éoliennes  :   le rêve non rentable du PQ et du PLQ,0
519872196663992320,-,EMOTION,COLERE,"Scandale   :   ""L  '  énergie éolienne, la grande escroquerie"" - Agoravox TV  via",0
488353485344505856,-,,,Les OGM et la panne de la biodiversité agricole via,0
518533211631386624,-,,,"Le PSOL, c  '  est une ancienne aile du PT qui s  '  est cassée suite aux dégâts écologiques et anti sociétaux du gvt Lula",0
520542627327135744,-,EMOTION,PEUR,Schiste   :   le collectif fertois inquiet -  - Informations en Seine et Marne - FilRouge CGPME77,0
489778355026534400,-,EMOTION,PEUR,"Info France Mayenne  :   Seuil de vigilance atteint sur l  '  Oudon, les usagers de ce secteur sont invités à réduire   .    .    .",0
489314090826084353,=,INFORMATION,,lance l  '  appel à candidatures pour les prix Entreprises & Environnement 2014,2
489126872866111488,+,OPINION,VALORISATION,"En vidéo   :   de rares images du lynx, ce prédateur si farouche |",1
489346884331638786,=,INFORMATION,,La FAO présente des dossiers thématiques sur 14 thèmes au coeur du développement durable   !,2
520630220005847040,-,OPINION,DEVALORISATION,"L’écologie selon    :   suppressions d’emplois, malaise social et greenwashing  via",0
519546539446788097,=,INFORMATION,,Entreprises dans un écosystème ne peut créer de la valeur durable si elle est dans le moins disant côté social Nicole Notat,2
519200289304612864,+,OPINION,VALORISATION,besoin d  '  un écosystème plus complet   (  diversifié  )   pour le développement et le soutien de l  '  entreprenariat  .   ejcmtl,1
520153251287945216,+,OPINION,VALORISATION,"Bravo à Hervé Maurey qui vient d  '  être élu président de la Commission du Sénat en charge du développement durable,   .    .    .",1
487870028675837952,-,SENTIMENT,,Les appareils connectés en mode veille   :   un gâchis planétaire |,0
505839066886467584,=,INFORMATION,,"L  '  occident vide ses déchets toxiques ailleurs, vend ses armes ailleurs   .    .    .    il fait de même avec l  '  émigration   !",2
489670311110246400,-,SENTIMENT,,L  '  énorme cratère en Sibérie pourrait être l  '  une des conséquences du réchauffement climatique >,0
506483129134379008,=,INFORMATION,,Produits BTP Bâtiment Areva achève l  '  installation de 80 éoliennes en Mer du Nord,2
507388519820840960,-,OPINION,DEVALORISATION,"Espèces en voie de disparition  :   la sixième extinction massive serait déjà en cours, et c  '  est de notre faute  évidence",0
490050590891069440,+,OPINION,VALORISATION,moi pas et les qques km qui nous séparent ne feront pas gde différence en cas de problème  .   Moi j  '  avais dit oui aux éoliennes IMBY,1
520252947226042369,-,EMOTION,COLERE,"ecologie Cosse   (  EELV  )   ""scandalisée"" par la suspension ""sine die"" de l  '  écotaxe",0
489742705472593921,+,SENTIMENT,,"Sécheresse en Californie, 4 000 privilégiés ont accès à une eau gratuite et illimitée",1
489040518631149568,=,INFORMATION,,"Le nouveau gouvernement formé, sans l  '  écologiste Haïdar El Ali   .    .    .",2
518938033429544960,-,EMOTION,PEUR,"Chantecaille   :   une palette, trois espèces menacées  :   Chantecaille   :   voilà une marque que je connaissais à peine   .    .    .",0
488739061436514305,-,,,encore faudrait-il qe les écologistes parlent d  '  environnement au lieu de faire de la compromission permanente pr qlques placé   .    .    .   s,0
489879910698082304,=,INFORMATION,,ecologie Accident ferroviaire sur la ligne Tarbes-Dax,2
488994564766986240,=,INFORMATION,,EDITO   :    :   ÉCOLOGIE   :    :   Les rustines à centrale nucléaire,2
487588117856407553,=,INFORMATION,,Performance environnementale bâtiments   :   les professionnels veulent expérimenter avant le label | _Moniteur/,2
520325503384051712,=,INFORMATION,,@   en 2013 la difference de 7 sous entre l  '  eolien  et l  '  hydroélectricité a couté 329 million au québecois,2
519070581896253440,+,,,"/   :   ""l  '  ensemble des partis de gauche et les écologistes, ce sont nos alliés même s  '  ils sont critiques"" TeamToussaint""",1
489008034723532800,=,INFORMATION,,mobilité durable énergie verte  - Une batterie solaire nomade,2
489868236935016448,=,INFORMATION,,Programme Kandadji de Régénération des Écosystèmes et de Mise en Valeur de  :   Maitrise   .    .    .     :    DBConstruction Nig   .    .    .,2
489780764007858177,+,OPINION,VALORISATION,Les baleines protègent les océans et atténuent le changement climatique,1
489637644956360704,=,INFORMATION,,RT   :   Du rapport de conformité au rapport de performance  |   RSE,2
519604792037888000,+,OPINION,VALORISATION,"_Hulot lors de la table-ronde FACTS à Ottawa sur le changement climatique  :   ""Ne sacrifions pas l  '  avenir au présent""",1
520505919323783168,-,OPINION,DEVALORISATION,_ecologie aucune combustion est propre    .    .    .   sauf le nucléaire mais ds ce cas précis cest le stockage des déchet qui est polluants    .    .    .,0
506377941350359040,+,OPINION,VALORISATION,"Frédéric Chauvel   :   ""attirer les investisseurs en créant un écosystème favorisant"" AFE2014",1
520096352886599680,=,INFORMATION,,".   Les États Unis reviennent sur ce pseudo eldorado qu  '  était le gaz de schiste   :   gaz à effet de serre, friche industrielle etc",2
519197099637080064,+,OPINION,VALORISATION,"Nous sommes capable de construire la nouvelle maison de Gauche faites de pièces Sociales, Écologiques et Citoyennes",1
520481640402157568,-,EMOTION,MEPRIS,"_presse   Non, voyance   !   Future ministre de l  '  écologie dans un nouveau gouvernement  rose, rouge, vert 😃",0
507238291415265280,-,EMOTION,MEPRIS,Réchauffement de la planète   ?   Ya pu de glaçons   ?   ;-  ),0
507083144307421184,=,INFORMATION,,Un premier village des alternatives s  '  installe en Ile-de-France-  economielocale solidaire ecologie,2
519412000578084864,+,,,Recherche   :   des scientifiques élaborent une cellule solaire qui stocke sa propre énergie |  via,1
520198876876115969,=,INFORMATION,,Offre d  '  emploi  :   Commerciaux H/F  :   24 Périgueux  job emploi  emploi job,2
487512023698522112,+,OPINION,VALORISATION,"La technologie, clé contre le changement climatique |",1
489753547454414848,=,INFORMATION,,NOTOX   :   Le surf écologique Made in France,2
488656631983796224,+,,,La capacité totale d  '   éolien offshore en Europe peut alimenter la population des Pays-Bas  via,1
487536592391663619,+,OPINION,VALORISATION,bel outil pour gérer son écosystème digital cc    :   Sociallymap   (  Par _Dixte  )    via,1
520715516659646464,+,OPINION,VALORISATION,"69/  :  initiatives novatrices qui rendent possibles le partage de la prospérité,le développement durable et la dignité pour tous",1
489019781887295488,+,SENTIMENT,,on apprend que l  '  incinération est un facteur de pollution aérienne extrêmement efficace de métaux lourds  .   Sic  .   ecologie,1
489864696355233792,=,INFORMATION,,ecologie Décoration et ambiance,2
507289352620478464,+,SENTIMENT,,"""Illimitées"", cela fera sourire les environnementalistes  .   Et le thème du déclin américain est récurent depuis les années 1970   .    .    .",1
488580988147367937,+,OPINION,VALORISATION,Vidéo  .   OGM et biodiversité   :   mieux comprendre en 15 min  .   pédagogie reprendrelamain,1
489708331880423424,=,INFORMATION,,MT  Un nou terratrèmol aprop de la central nuclear de Fukushima ecologie,2
488269949916299264,=,INFORMATION,,Pierre-Henri Gouyon - La biodiversité à regarder absoluement   !   -,2
489422441949982720,+,SENTIMENT,SATISFACTION,les nantais d’Atlantic Challenge inventent l  '  habitation écologique et se classent deuxième au Solar Décathlon   .   Bravo,1
519016702307479553,=,INFORMATION,,[  Exclu  ]   Quadran lève 30 millions d’euros eolien energie solaire,2
506409606265188352,+,OPINION,VALORISATION,"L’énergie solaire a le vent en poupe au Cameroun  Longtemps considérée à tort comme une énergie pour les nantis,   .    .    .",1
520242602231087105,-,,,Le manchotempereur victime du réchauffement climatique  climat,0
518073306898255873,+,OPINION,VALORISATION,La protection des écosystèmes serait 1 des 4 cibles de l  '  objectif post-2015 de développement durable touchant l  '  eau et l  '  assainissement SDG,1
519362886385168384,+,OPINION,VALORISATION,Des batteries écologiques pour résoudre les problèmes du moment  :   Avec l  '  utilisation de matériaux comme la l  '  Al   .    .    .,1
519791176635793408,=,INFORMATION,,"Après les cerfs volants hydroliens, les éoliennes gonflables et volantes   !   - _BTP",2
489080149418463232,=,INFORMATION,,"Selon la rumeur, une version bio, écologique et durable de l  '  oeuvre de  est prévue, quand il y pensera   !  -  )    )",2
